fx fy fz tx ty tz 
-1.835680 0.390086 -1.389370 0.070096 -0.982309 -0.197111
-2.403744 0.339430 -0.751549 0.083363 -1.039710 -0.194103
-1.531000 2.197490 -2.663701 -0.167306 -0.921989 -0.189065
-1.171590 1.036760 -2.030052 0.020222 -0.854738 -0.170118
-2.339878 0.138510 -1.058053 0.169120 -1.059288 -0.206965
-1.735767 1.632128 -2.440163 -0.040874 -0.952465 -0.216712
-1.103760 2.694828 -3.600188 -0.187001 -0.881214 -0.224359
-1.779844 0.957955 -1.471229 0.073706 -0.930390 -0.206405
-2.139833 1.511759 -1.822919 -0.016428 -0.972072 -0.201917
-1.444466 2.301294 -3.319202 -0.167728 -0.884007 -0.196579
-1.492499 1.061956 -2.028202 0.000709 -0.861341 -0.181145
-2.073048 1.242021 -1.984856 -0.021517 -0.905660 -0.176895
-1.261381 1.533774 -2.639241 -0.080632 -0.806965 -0.179660
-1.463447 1.705840 -1.929398 -0.090539 -0.814130 -0.177676
-1.721514 1.882608 -2.497075 -0.119452 -0.865220 -0.182657
-1.390378 2.382227 -2.591464 -0.173902 -0.810330 -0.172638
-1.374668 1.348458 -1.952069 -0.018781 -0.797887 -0.163895
-1.725288 2.201302 -2.715373 -0.133493 -0.888905 -0.187890
-1.607429 1.942570 -2.754781 -0.087601 -0.851594 -0.178207
-1.325214 0.852981 -1.670706 0.076262 -0.823221 -0.178384
-1.797726 1.355782 -2.301893 0.003537 -0.902793 -0.192593
-1.638517 1.996118 -2.836477 -0.083246 -0.880883 -0.190426
-1.352939 1.242446 -2.214129 0.023995 -0.822803 -0.174371
-1.693713 1.522418 -2.312298 -0.012158 -0.887206 -0.183530
-1.701165 1.801418 -2.641725 -0.050749 -0.890937 -0.182141
-1.266371 1.397210 -2.203203 0.008562 -0.822546 -0.174599
-1.569779 1.394967 -2.398925 0.005271 -0.866782 -0.184401
-1.664219 1.514741 -2.590967 -0.017912 -0.883318 -0.190277
-1.565067 0.927337 -2.312349 0.065531 -0.855373 -0.183343
-1.635260 0.478186 -2.001010 0.126775 -0.858403 -0.178815
-1.792699 0.594497 -2.064115 0.101557 -0.894886 -0.183476
-1.813563 0.687009 -2.235971 0.074450 -0.881240 -0.174109
-1.748869 0.154433 -1.981765 0.133448 -0.880509 -0.171258
-1.925687 0.339237 -1.911070 0.096245 -0.898722 -0.171224
-1.597422 0.036920 -1.833282 0.127687 -0.858208 -0.170545
-2.040815 -0.016171 -1.912118 0.120972 -0.948318 -0.188172
-1.928141 0.088285 -1.984632 0.099090 -0.934948 -0.180582
