fx fy fz tx ty tz 
-1.362148 -0.337626 12.671760 -0.477200 -0.776616 -0.172455
-1.256058 -0.188226 11.785560 -0.492977 -0.789185 -0.167901
-1.257344 -0.246483 11.257127 -0.468475 -0.793683 -0.159491
-1.192500 -0.202251 10.767163 -0.442033 -0.794304 -0.151484
-1.052106 -0.123223 10.386982 -0.431260 -0.784465 -0.146591
-1.170708 0.079762 9.845939 -0.452685 -0.812114 -0.147420
-0.940655 0.179454 9.429161 -0.469245 -0.787319 -0.144034
-0.877160 0.151622 9.361576 -0.460277 -0.782839 -0.141271
-1.055250 0.139816 9.237640 -0.457937 -0.817478 -0.144724
-1.019393 0.180305 9.203242 -0.450008 -0.811318 -0.142443
-1.042785 0.382902 9.074173 -0.456767 -0.809390 -0.142202
-1.018246 0.522384 9.098717 -0.454989 -0.804177 -0.140245
-1.010819 0.667295 9.220291 -0.454541 -0.804103 -0.137554
-0.977280 0.782437 9.288774 -0.468532 -0.797766 -0.133255
-0.941262 0.914578 9.413044 -0.499039 -0.797059 -0.132477
-0.970179 0.868213 9.701727 -0.518172 -0.808139 -0.133832
-1.020043 0.721312 10.109127 -0.527214 -0.821338 -0.135888
-1.075208 0.666468 10.401875 -0.529169 -0.838308 -0.138716
-1.027605 0.712743 10.511723 -0.535376 -0.839317 -0.139994
-0.964491 0.813148 10.681791 -0.542962 -0.834337 -0.139569
-0.926206 0.814625 10.818317 -0.536495 -0.830500 -0.138582
-0.935585 0.741479 11.030938 -0.523972 -0.832698 -0.138000
-0.948134 0.699273 11.050033 -0.522524 -0.839835 -0.139207
-1.010988 0.734286 11.156178 -0.533214 -0.855156 -0.140941
-1.022221 0.630985 11.079915 -0.523179 -0.864554 -0.143135
-1.030882 0.529364 11.023549 -0.516083 -0.886023 -0.148599
-1.043863 0.497276 10.999004 -0.514911 -0.891884 -0.149642
-1.063746 0.483536 10.925125 -0.518970 -0.901027 -0.151403
-1.087148 0.442150 10.839787 -0.519039 -0.908166 -0.152638
-1.158387 0.351877 10.858025 -0.509527 -0.917030 -0.153276
-1.187167 0.255621 10.948236 -0.496233 -0.914220 -0.151893
-1.191893 0.187750 11.026928 -0.486772 -0.912876 -0.152417
-1.206313 0.228141 11.115601 -0.492003 -0.915748 -0.154934
-1.217681 0.279118 11.132421 -0.499551 -0.925743 -0.160239
-1.218910 0.272669 11.266916 -0.495414 -0.926697 -0.163209
-1.254091 0.251284 11.581551 -0.480941 -0.931383 -0.166008
-1.290905 0.259479 11.860651 -0.471131 -0.939369 -0.169925
-1.322394 0.330740 12.076746 -0.473320 -0.945698 -0.172763
-1.247351 0.387479 12.420110 -0.482074 -0.939541 -0.174239
-1.300999 0.332681 12.814911 -0.488391 -0.949436 -0.175780
-1.340029 0.288333 13.260850 -0.512335 -0.957798 -0.176861
-1.264937 0.156585 13.854970 -0.519434 -0.949401 -0.175476
