EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 -3    -1    1     1     -3    -5    -19   -12   0 0 0 0 0 0 -16.923424
 -13   -2    0     -2    -13   -7    -9    -28   0 0 0 0 0 0 -16.793968
 2     2     4     0     1     -1    4     62    0 0 0 0 0 0 -16.663454
 2     2     4     0     1     -1    4     62    0 0 0 0 0 0 -16.526653
 -1    2     1     -2    -5    4     13    19    0 0 0 0 0 0 -16.377560
 -1    2     1     -2    -5    4     13    19    0 0 0 0 0 0 -16.209379
 11    1     2     1     6     16    12    -10   0 0 0 0 0 0 -16.015089
 11    1     2     1     6     16    12    -10   0 0 0 0 0 0 -15.788787
 -13   -3    -6    0     7     -1    16    -17   0 0 0 0 0 0 -15.527393
 -1    -2    0     2     2     1     -3    -19   0 0 0 0 0 0 -15.232286
 10    2     2     2     0     0     11    28    0 0 0 0 0 0 -14.909527
 10    2     2     2     0     0     11    28    0 0 0 0 0 0 -14.568876
 10    2     2     2     0     0     11    28    0 0 0 0 0 0 -14.222212
 6     -2    -7    -3    -3    -3    8     7     0 0 0 0 0 0 -13.882335
 6     -2    -7    -3    -3    -3    8     7     0 0 0 0 0 0 -13.562870
 -12   -2    4     -2    -1    -11   9     -37   0 0 0 0 0 0 -13.277612
 -4    5     3     -1    6     -17   -48   -29   0 0 0 0 0 0 -13.039407
 -3    0     -1    -3    -9    -10   -3    -14   0 0 0 0 0 0 -12.857674
 -3    0     -1    -3    -9    -10   -3    -14   0 0 0 0 0 0 -12.736257
 -1    -4    0     0     -11   -3    -1    -5    0 0 0 0 0 0 -12.673202
 -5    -2    -3    -2    -1    -16   3     -4    0 0 0 0 0 0 -12.661799
 -5    -2    -3    -2    -1    -16   3     -4    0 0 0 0 0 0 -12.692548
 -2    -3    0     1     3     7     8     -18   0 0 0 0 0 0 -12.754641
 2     0     0     -2    0     4     -19   9     0 0 0 0 0 0 -12.836806
 0     -2    0     -1    1     21    7     2     0 0 0 0 0 0 -12.928007
 0     -2    0     -1    1     21    7     2     0 0 0 0 0 0 -13.017925
 8     1     0     1     5     31    17    22    0 0 0 0 0 0 -13.097674
 8     1     0     1     5     31    17    22    0 0 0 0 0 0 -13.160302
 -3    -11   2     2     1     -4    -6    -27   0 0 0 0 0 0 -13.201424
 -10   11    7     -3    -5    -9    -16   -6    0 0 0 0 0 0 -13.220078
 10    0     -1    2     -2    13    28    38    0 0 0 0 0 0 -13.218793
 5     -2    2     -1    3     3     0     -19   0 0 0 0 0 0 -13.202658
 7     2     3     2     -3    -10   16    4     0 0 0 0 0 0 -13.177908
 -10   -5    -4    2     8     13    15    16    0 0 0 0 0 0 -13.150457
 -10   -5    -4    2     8     13    15    16    0 0 0 0 0 0 -13.125612
 -6    -6    -3    -2    -8    -2    2     -6    0 0 0 0 0 0 -13.108710
 5     2     2     -1    2     12    -6    25    0 0 0 0 0 0 -13.105680
 -8    -1    -1    -1    -2    8     0     11    0 0 0 0 0 0 -13.122853
 -8    -1    -1    -1    -2    8     0     11    0 0 0 0 0 0 -13.165955
 4     -3    -3    -1    -10   -25   -9    -28   0 0 0 0 0 0 -13.239223
 4     -3    -3    -1    -10   -25   -9    -28   0 0 0 0 0 0 -13.345140
 -12   0     2     -3    -2    8     4     3     0 0 0 0 0 0 -13.484509
 7     0     2     2     7     4     10    5     0 0 0 0 0 0 -13.656700
 -12   -2    -2    -2    -1    -16   -34   -105  0 0 0 0 0 0 -13.859306
 7     0     -4    -2    -9    0     53    39    0 0 0 0 0 0 -14.086771
 2     -5    -3    -3    6     6     25    38    0 0 0 0 0 0 -14.330008
 -12   -1    8     2     5     -15   -34   -45   0 0 0 0 0 0 -14.576565
 -12   -1    8     2     5     -15   -34   -45   0 0 0 0 0 0 -14.814140
 -1    0     2     1     3     -4    -5    12    0 0 0 0 0 0 -15.032763
 -11   1     2     0     -2    2     -10   -33   0 0 0 0 0 0 -15.226069
 2     0     -5    -2    -15   13    16    23    0 0 0 0 0 0 -15.391555
 2     0     -5    -2    -15   13    16    23    0 0 0 0 0 0 -15.528250
 -5    -5    -3    1     0     -13   -48   -57   0 0 0 0 0 0 -15.635970
 -5    -5    -3    1     0     -13   -48   -57   0 0 0 0 0 0 -15.714742
 11    -1    -2    -1    3     11    42    65    0 0 0 0 0 0 -15.764013
 4     9     2     3     5     -3    -4    2     0 0 0 0 0 0 -15.781654
 0     2     4     4     9     3     -23   -10   0 0 0 0 0 0 -15.765595
 7     -4    -4    -3    3     4     29    5     0 0 0 0 0 0 -15.715156
 7     -4    -4    -3    3     4     29    5     0 0 0 0 0 0 -15.633238
 6     -2    -9    -3    1     10    14    46    0 0 0 0 0 0 -15.526777
 6     -2    -9    -3    1     10    14    46    0 0 0 0 0 0 -15.404716
 -7    -6    -3    -5    -1    14    -13   -10   0 0 0 0 0 0 -15.276237
 2     -3    -4    -4    -4    -11   -17   -27   0 0 0 0 0 0 -15.149137
 1     5     5     2     -1    -4    -12   -5    0 0 0 0 0 0 -15.030281
 1     5     5     2     -1    -4    -12   -5    0 0 0 0 0 0 -14.926551
 -4    1     2     0     -1    0     -19   7     0 0 0 0 0 0 -14.844939
 -4    1     2     0     -1    0     -19   7     0 0 0 0 0 0 -14.792063
 -10   -6    -2    -4    2     7     1     -25   0 0 0 0 0 0 -14.772588
 -6    -1    -1    2     -3    -9    -5    23    0 0 0 0 0 0 -14.787821
 12    -1    -2    2     -5    20    4     34    0 0 0 0 0 0 -14.835602
 -2    -4    0     -1    0     -6    -33   -31   0 0 0 0 0 0 -14.910540
 -2    -4    0     -1    0     -6    -33   -31   0 0 0 0 0 0 -15.005469
 0     1     -1    -1    -10   -8    -3    -1    0 0 0 0 0 0 -15.112914
 0     1     -1    -1    -10   -8    -3    -1    0 0 0 0 0 0 -15.226035
 -1    -2    -8    -1    1     -13   -5    0     0 0 0 0 0 0 -15.339619
 -1    -2    -8    -1    1     -13   -5    0     0 0 0 0 0 0 -15.450906
 -6    -3    4     1     3     16    4     5     0 0 0 0 0 0 -15.559623
 3     -2    3     0     -1    -8    7     1     0 0 0 0 0 0 -15.667761
 -7    0     0     0     -9    -14   -14   -2    0 0 0 0 0 0 -15.778592
 6     9     2     0     -3    -4    -9    -6    0 0 0 0 0 0 -15.895349
 6     9     2     0     -3    -4    -9    -6    0 0 0 0 0 0 -16.021421
 4     -3    -2    0     3     20    21    22    0 0 0 0 0 0 -16.160534
 7     -4    1     -2    3     -2    -5    21    0 0 0 0 0 0 -16.317030
 -3    -4    -3    -4    -4    -13   6     -8    0 0 0 0 0 0 -16.495613
 -3    -4    -3    -4    -4    -13   6     -8    0 0 0 0 0 0 -16.700390
 -4    0     1     0     3     1     -10   -22   0 0 0 0 0 0 -16.934124
 -4    0     1     0     3     1     -10   -22   0 0 0 0 0 0 -17.197552
 -4    0     1     0     3     1     -10   -22   0 0 0 0 0 0 -17.488552
 -5    -4    -2    -5    -6    7     19    43    0 0 0 0 0 0 -17.801167
 -2    4     0     1     -5    -10   -11   -19   0 0 0 0 0 0 -18.125612
 -8    -2    13    -2    7     14    -10   -74   0 0 0 0 0 0 -18.449497
 3     1     2     -1    4     -1    22    4     0 0 0 0 0 0 -18.760033
 1     1     2     1     1     -7    2     46    0 0 0 0 0 0 -19.046501
 1     1     2     1     1     -7    2     46    0 0 0 0 0 0 -19.300783
 3     -2    -5    0     9     6     7     -4    0 0 0 0 0 0 -19.517612
 -11   -5    -3    -1    -9    -22   -18   -7    0 0 0 0 0 0 -19.694683
 9     5     -4    1     5     32    64    26    0 0 0 0 0 0 -19.832695
 9     5     -4    1     5     32    64    26    0 0 0 0 0 0 -19.935764
 9     5     -4    1     5     32    64    26    0 0 0 0 0 0 -20.010136
 -10   -2    -3    -1    -4    -22   -34   -22   0 0 0 0 0 0 -20.062864
 4     -5    -4    -4    -2    8     8     0     0 0 0 0 0 0 -20.100285
 -1    -8    -7    0     -8    -12   -3    4     0 0 0 0 0 0 -20.127640
 -7    0     -4    -3    3     10    -4    -8    0 0 0 0 0 0 -20.150015
 6     -7    3     0     -8    -19   -18   11    0 0 0 0 0 0 -20.172432
 6     -7    3     0     -8    -19   -18   11    0 0 0 0 0 0 -20.199747
 -1    1     -2    -1    -17   -5    -17   -2    0 0 0 0 0 0 -20.236217
 -1    1     -2    -1    -17   -5    -17   -2    0 0 0 0 0 0 -20.284515
 -2    1     1     3     9     -1    -17   -8    0 0 0 0 0 0 -20.345215
 -2    1     1     3     9     -1    -17   -8    0 0 0 0 0 0 -20.416882
 -2    1     1     3     9     -1    -17   -8    0 0 0 0 0 0 -20.496170
 -1    3     -3    1     -2    -10   14    1     0 0 0 0 0 0 -20.578577
 9     5     6     1     -7    11    1     32    0 0 0 0 0 0 -20.659861
 -2    -5    -2    -1    -1    1     -1    -8    0 0 0 0 0 0 -20.736996
 -2    -5    -2    -1    -1    1     -1    -8    0 0 0 0 0 0 -20.808632
 -2    3     -6    0     -7    -2    0     18    0 0 0 0 0 0 -20.874931
 -2    3     -6    0     -7    -2    0     18    0 0 0 0 0 0 -20.936768
 2     6     0     -1    3     -2    -16   -25   0 0 0 0 0 0 -20.994959
 2     6     0     -1    3     -2    -16   -25   0 0 0 0 0 0 -21.050182
 0     -1    0     1     -2    9     13    15    0 0 0 0 0 0 -21.103178
 0     -1    0     1     -2    9     13    15    0 0 0 0 0 0 -21.154293
 -4    -3    1     -2    -2    -7    1     9     0 0 0 0 0 0 -21.203135
 -4    -3    1     -2    -2    -7    1     9     0 0 0 0 0 0 -21.248383
 -4    -3    1     -2    -2    -7    1     9     0 0 0 0 0 0 -21.288052
 -4    -2    -2    -4    10    2     5     -21   0 0 0 0 0 0 -21.320269
 5     5     8     -1    -1    -4    -16   8     0 0 0 0 0 0 -21.343874
 -13   -3    4     1     1     -8    -13   -24   0 0 0 0 0 0 -21.358604
 -13   -3    4     1     1     -8    -13   -24   0 0 0 0 0 0 -21.364954
 13    -9    -3    -1    7     1     7     33    0 0 0 0 0 0 -21.364279
 13    -9    -3    -1    7     1     7     33    0 0 0 0 0 0 -21.359562
 -8    -5    -2    -4    -2    -6    -2    -5    0 0 0 0 0 0 -21.355589
 -8    -5    -2    -4    -2    -6    -2    -5    0 0 0 0 0 0 -21.357925
 -7    -4    -1    -1    -1    -15   -27   -28   0 0 0 0 0 0 -21.371628
 -2    5     4     1     -13   -6    -6    -3    0 0 0 0 0 0 -21.399834
 -12   2     -2    -3    -4    0     -6    -47   0 0 0 0 0 0 -21.443230
 17    5     1     2     9     27    72    61    0 0 0 0 0 0 -21.501102
 17    5     1     2     9     27    72    61    0 0 0 0 0 0 -21.572819
 -13   1     -4    2     5     13    -7    -56   0 0 0 0 0 0 -21.658894
 9     -2    -1    -2    3     5     16    24    0 0 0 0 0 0 -21.760357
 2     1     -4    -2    -8    -9    -20   -24   0 0 0 0 0 0 -21.877226
 2     1     -4    -2    -8    -9    -20   -24   0 0 0 0 0 0 -22.007269
 2     8     -1    -2    2     1     15    -19   0 0 0 0 0 0 -22.145046
 2     8     -1    -2    2     1     15    -19   0 0 0 0 0 0 -22.283165
 7     1     1     1     0     9     4     28    0 0 0 0 0 0 -22.413616
 -3    -3    -1    -2    -6    3     -20   -9    0 0 0 0 0 0 -22.527634
 0     5     -1    0     0     0     6     15    0 0 0 0 0 0 -22.615419
 0     5     -1    0     0     0     6     15    0 0 0 0 0 0 -22.665962
 3     -1    3     3     16    18    -10   -6    0 0 0 0 0 0 -22.667620
 7     0     1     1     6     6     -2    40    0 0 0 0 0 0 -22.609591
 7     0     1     1     6     6     -2    40    0 0 0 0 0 0 -22.482759
 -8    -2    2     -3    -9    -17   -43   -70   0 0 0 0 0 0 -22.279560
 0     2     -1    -1    6     -3    -3    35    0 0 0 0 0 0 -21.992672
 -5    -1    1     0     8     13    9     -22   0 0 0 0 0 0 -21.615519
 -5    -1    1     0     8     13    9     -22   0 0 0 0 0 0 -21.143967
 2     0     -2    0     1     7     -11   -12   0 0 0 0 0 0 -20.579924
 2     0     -2    0     1     7     -11   -12   0 0 0 0 0 0 -19.935200
 2     0     -2    0     1     7     -11   -12   0 0 0 0 0 0 -19.232313
 1     -6    -4    -3    -11   -15   4     17    0 0 0 0 0 0 -18.502827
 -2    0     2     0     -3    -10   -20   2     0 0 0 0 0 0 -17.781746
 -6    0     -2    -2    -3    -5    -2    18    0 0 0 0 0 0 -17.101315
 -6    0     -2    -2    -3    -5    -2    18    0 0 0 0 0 0 -16.485737
 -1    -1    0     3     5     -15   -6    -27   0 0 0 0 0 0 -15.948076
 -1    -1    0     3     5     -15   -6    -27   0 0 0 0 0 0 -15.490166
 -3    -4    -2    0     12    1     20    28    0 0 0 0 0 0 -15.105297
 6     0     1     0     -5    11    9     26    0 0 0 0 0 0 -14.782213
 3     13    0     0     7     4     1     4     0 0 0 0 0 0 -14.508904
 -6    -1    2     1     2     -13   5     -1    0 0 0 0 0 0 -14.275294
 7     -3    0     0     0     0     13    23    0 0 0 0 0 0 -14.073456
 0     5     7     -1    -3    -8    -6    -5    0 0 0 0 0 0 -13.896731
 0     5     7     -1    -3    -8    -6    -5    0 0 0 0 0 0 -13.739180
 -7    -2    -1    0     0     -6    5     -16   0 0 0 0 0 0 -13.595111
 -1    0     -4    1     -7    -12   1     -15   0 0 0 0 0 0 -13.459064
 1     0     -3    -2    -12   19    21    33    0 0 0 0 0 0 -13.326200
 1     0     -3    -2    -12   19    21    33    0 0 0 0 0 0 -13.192464
 5     2     0     0     1     -6    17    27    0 0 0 0 0 0 -13.054908
 5     2     0     0     1     -6    17    27    0 0 0 0 0 0 -12.912243
 -3    2     -2    -2    -6    -18   -5    -7    0 0 0 0 0 0 -12.764895
 1     1     -1    -3    -3    0     -8    8     0 0 0 0 0 0 -12.614266
 -5    3     3     -4    -3    -15   -28   -28   0 0 0 0 0 0 -12.462067
 5     -5    -5    -1    -8    5     -1    18    0 0 0 0 0 0 -12.310234
 5     -5    -5    -1    -8    5     -1    18    0 0 0 0 0 0 -12.161501
 -11   -5    -1    -3    8     18    8     -2    0 0 0 0 0 0 -12.019979
 -11   -5    -1    -3    8     18    8     -2    0 0 0 0 0 0 -11.890942
 7     -2    -4    1     1     -3    -14   61    0 0 0 0 0 0 -11.780314
 8     -2    -1    -1    2     15    -6    -16   0 0 0 0 0 0 -11.693757
 -2    2     1     0     -13   -9    -18   -60   0 0 0 0 0 0 -11.635693
 -2    2     1     0     -13   -9    -18   -60   0 0 0 0 0 0 -11.608365
 -12   0     1     0     12    7     -4    -5    0 0 0 0 0 0 -11.610830
 -12   0     1     0     12    7     -4    -5    0 0 0 0 0 0 -11.638723
 -11   -9    -5    -1    -6    -10   -11   10    0 0 0 0 0 0 -11.685673
 13    2     -3    1     3     -15   11    6     0 0 0 0 0 0 -11.746128
 2     -2    4     -1    2     24    18    -34   0 0 0 0 0 0 -11.816918
 2     3     -1    1     6     9     5     46    0 0 0 0 0 0 -11.897278
 0     -1    2     0     -11   -5    6     -9    0 0 0 0 0 0 -11.987188
 -3    -4    -1    0     5     -3    1     -24   0 0 0 0 0 0 -12.085412
 -3    -4    -1    0     5     -3    1     -24   0 0 0 0 0 0 -12.189137
 -4    -4    -4    -5    -6    1     12    3     0 0 0 0 0 0 -12.295473
 -4    -4    -4    -5    -6    1     12    3     0 0 0 0 0 0 -12.402757
 -4    -4    -1    2     0     -4    6     0     0 0 0 0 0 0 -12.511567
 -3    2     2     1     3     -4    -12   21    0 0 0 0 0 0 -12.624933
 -1    0     2     -2    -10   -20   -13   -3    0 0 0 0 0 0 -12.746670
 -1    0     2     -2    -10   -20   -13   -3    0 0 0 0 0 0 -12.880423
 -1    0     2     -2    -10   -20   -13   -3    0 0 0 0 0 0 -13.028791
 2     -2    -4    -1    3     8     12    4     0 0 0 0 0 0 -13.193428
 -4    -5    -6    -5    -7    -4    -3    25    0 0 0 0 0 0 -13.375795
 -1    0     -3    2     13    17    5     2     0 0 0 0 0 0 -13.577456
 -1    0     -3    2     13    17    5     2     0 0 0 0 0 0 -13.799936
 -8    -3    -1    -3    -5    -10   -13   -15   0 0 0 0 0 0 -14.043456
 -8    -3    -1    -3    -5    -10   -13   -15   0 0 0 0 0 0 -14.306374
 6     14    2     1     0     5     20    18    0 0 0 0 0 0 -14.585006
 6     14    2     1     0     5     20    18    0 0 0 0 0 0 -14.874406
 6     14    2     1     0     5     20    18    0 0 0 0 0 0 -15.170622
 0     -6    -2    -3    -3    -8    -8    -11   0 0 0 0 0 0 -15.472073
 7     4     1     -3    -11   -7    2     -1    0 0 0 0 0 0 -15.779832
 1     0     4     2     -4    -10   -4    -6    0 0 0 0 0 0 -16.096447
 1     0     4     2     -4    -10   -4    -6    0 0 0 0 0 0 -16.423723
 -1    -4    -3    -4    -2    3     24    56    0 0 0 0 0 0 -16.761122
 -1    -4    -3    -4    -2    3     24    56    0 0 0 0 0 0 -17.105568
 -7    0     -2    -5    1     -15   -18   -69   0 0 0 0 0 0 -17.452255
 -5    0     2     4     4     -5    -16   -40   0 0 0 0 0 0 -17.795279
 0     -3    -4    -1    10    -4    -12   -31   0 0 0 0 0 0 -18.128860
 0     -3    -4    -1    10    -4    -12   -31   0 0 0 0 0 0 -18.448463
 1     -4    -1    -2    -9    -13   -16   -17   0 0 0 0 0 0 -18.751480
 -3    -3    -3    -4    -3    22    25    21    0 0 0 0 0 0 -19.037457
 -3    -3    -3    -4    -3    22    25    21    0 0 0 0 0 0 -19.307350
 -3    1     -1    1     -7    -5    -3    -32   0 0 0 0 0 0 -19.562218
 6     0     -1    -1    -9    -1    17    25    0 0 0 0 0 0 -19.801872
 12    0     0     1     -2    7     -7    -7    0 0 0 0 0 0 -20.024239
 12    0     0     1     -2    7     -7    -7    0 0 0 0 0 0 -20.225332
 -9    -1    -1    -4    -3    2     22    -23   0 0 0 0 0 0 -20.399942
 -9    -1    -1    -4    -3    2     22    -23   0 0 0 0 0 0 -20.542551
 2     -5    -2    2     -1    0     -3    -35   0 0 0 0 0 0 -20.648315
 0     0     5     1     -2    -27   -19   -13   0 0 0 0 0 0 -20.713737
 7     11    3     0     -4    0     15    16    0 0 0 0 0 0 -20.737120
 -10   -3    -8    1     -1    -21   -35   6     0 0 0 0 0 0 -20.719072
 -10   -3    -8    1     -1    -21   -35   6     0 0 0 0 0 0 -20.663231
 -4    -2    -1    -4    -5    -5    -18   -12   0 0 0 0 0 0 -20.575691
 -4    -2    -1    -4    -5    -5    -18   -12   0 0 0 0 0 0 -20.464172
 8     2     4     1     -6    2     7     13    0 0 0 0 0 0 -20.336626
 8     2     4     1     -6    2     7     13    0 0 0 0 0 0 -20.199652
 0     5     9     0     3     3     -1    -3    0 0 0 0 0 0 -20.059261
 0     5     9     0     3     3     -1    -3    0 0 0 0 0 0 -19.922138
 2     -1    1     0     3     8     -1    -1    0 0 0 0 0 0 -19.796459
 2     -1    1     0     3     8     -1    -1    0 0 0 0 0 0 -19.691675
 2     -1    1     0     3     8     -1    -1    0 0 0 0 0 0 -19.616365
 -6    -8    -3    0     -8    -14   -8    -12   0 0 0 0 0 0 -19.576012
 -12   -3    -3    -3    -9    -1    -19   -12   0 0 0 0 0 0 -19.572598
 7     -2    -4    3     -8    11    24    -24   0 0 0 0 0 0 -19.604877
 7     -2    -4    3     -8    11    24    -24   0 0 0 0 0 0 -19.669065
 9     1     2     1     8     1     -22   -13   0 0 0 0 0 0 -19.759445
 9     1     2     1     8     1     -22   -13   0 0 0 0 0 0 -19.868332
 2     3     -2    -3    -5    2     -8    12    0 0 0 0 0 0 -19.986736
 2     3     -2    -3    -5    2     -8    12    0 0 0 0 0 0 -20.105694
 2     3     -2    -1    -3    -8    8     28    0 0 0 0 0 0 -20.217161
 2     3     -2    -1    -3    -8    8     28    0 0 0 0 0 0 -20.314365
 1     8     -4    -4    2     -2    0     49    0 0 0 0 0 0 -20.392096
 1     8     -4    -4    2     -2    0     49    0 0 0 0 0 0 -20.447399
 1     8     -4    -4    2     -2    0     49    0 0 0 0 0 0 -20.480661
 -9    -4    -2    1     2     12    -3    -43   0 0 0 0 0 0 -20.495956
 -3    3     0     -3    -7    0     -5    31    0 0 0 0 0 0 -20.500076
 -6    -1    2     1     -7    0     -11   -25   0 0 0 0 0 0 -20.500341
 -6    -1    2     1     -7    0     -11   -25   0 0 0 0 0 0 -20.502247
 3     -1    1     1     6     -4    13    13    0 0 0 0 0 0 -20.508247
 3     -1    1     1     6     -4    13    13    0 0 0 0 0 0 -20.517927
 0     -1    4     -1    -3    -2    -10   7     0 0 0 0 0 0 -20.528910
 3     -2    1     0     0     2     22    15    0 0 0 0 0 0 -20.537842
 8     4     6     0     6     4     15    9     0 0 0 0 0 0 -20.541393
 -19   -9    -4    -3    -3    -16   -24   -75   0 0 0 0 0 0 -20.537371
 -19   -9    -4    -3    -3    -16   -24   -75   0 0 0 0 0 0 -20.525536
 -7    1     -2    -1    -4    3     -7    8     0 0 0 0 0 0 -20.507362
 -7    1     -2    -1    -4    3     -7    8     0 0 0 0 0 0 -20.483948
