EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 0     2     3     -2    -1    -7    -4    -4    0 0 0 0 0 0 -24.423361
 0     2     3     -2    -1    -7    -4    -4    0 0 0 0 0 0 -24.916534
 -4    2     2     -3    -13   -7    -9    -2    0 0 0 0 0 0 -25.210537
 -4    2     2     -3    -13   -7    -9    -2    0 0 0 0 0 0 -25.303944
 -4    2     2     -3    -13   -7    -9    -2    0 0 0 0 0 0 -25.203594
 3     9     20    7     11    -6    -1    0     0 0 0 0 0 0 -24.923059
 -1    -4    1     -7    1     -8    -8    -6    0 0 0 0 0 0 -24.480066
 -1    -4    1     -7    1     -8    -8    -6    0 0 0 0 0 0 -23.894400
 0     14    10    4     5     1     0     17    0 0 0 0 0 0 -23.185720
 1     5     1     2     7     7     5     7     0 0 0 0 0 0 -22.375546
 1     5     1     2     7     7     5     7     0 0 0 0 0 0 -21.486897
 1     -17   -12   1     3     11    3     20    0 0 0 0 0 0 -20.542500
 1     -17   -12   1     3     11    3     20    0 0 0 0 0 0 -19.565256
 -9    -37   -13   -7    -1    -8    -5    -10   0 0 0 0 0 0 -18.575085
 -9    -37   -13   -7    -1    -8    -5    -10   0 0 0 0 0 0 -17.588793
 4     11    1     7     -3    -2    6     -1    0 0 0 0 0 0 -16.620396
 4     11    1     7     -3    -2    6     -1    0 0 0 0 0 0 -15.677337
 2     6     16    4     -2    -5    -4    -4    0 0 0 0 0 0 -14.757939
 2     6     16    4     -2    -5    -4    -4    0 0 0 0 0 0 -13.851248
 -7    13    17    5     -11   10    3     -24   0 0 0 0 0 0 -12.939054
 12    -13   1     -5    -5    3     8     26    0 0 0 0 0 0 -12.003052
 -7    4     2     4     -3    -12   0     8     0 0 0 0 0 0 -11.032804
 -7    4     2     4     -3    -12   0     8     0 0 0 0 0 0 -10.029270
 -7    4     2     4     -3    -12   0     8     0 0 0 0 0 0 -9.004553
 -2    -31   -4    0     4     -4    6     -2    0 0 0 0 0 0 -7.976482
 -4    -6    -7    -3    2     -12   0     6     0 0 0 0 0 0 -6.961813
 1     28    5     3     4     3     11    -6    0 0 0 0 0 0 -5.972044
 1     28    5     3     4     3     11    -6    0 0 0 0 0 0 -5.011890
 -4    -15   -20   -4    -6    4     4     1     0 0 0 0 0 0 -4.080437
 -4    -15   -20   -4    -6    4     4     1     0 0 0 0 0 0 -3.172541
 -5    -7    18    -3    1     3     -2    -14   0 0 0 0 0 0 -2.281763
 0     25    23    -2    2     8     1     -2    0 0 0 0 0 0 -1.402832
 2     7     -6    -1    -1    -1    0     4     0 0 0 0 0 0 -0.533239
 -6    2     -10   1     2     4     -8    -16   0 0 0 0 0 0 0.151935
 -4    1     -7    -2    7     -6    -2    -1    0 0 0 0 0 0 0.544977
 -1    16    1     1     -10   10    1     0     0 0 0 0 0 0 0.925747
 -1    16    1     1     -10   10    1     0     0 0 0 0 0 0 1.289720
 6     -1    0     2     5     3     4     -1    0 0 0 0 0 0 1.633433
 -3    1     -4    -7    -9    -7    -2    -24   0 0 0 0 0 0 1.954653
 -1    6     -15   0     0     -7    -8    6     0 0 0 0 0 0 2.251997
 -1    6     -15   0     0     -7    -8    6     0 0 0 0 0 0 2.524360
 0     -8    -30   -7    0     0     -3    -5    0 0 0 0 0 0 2.770482
 0     -8    -30   -7    0     0     -3    -5    0 0 0 0 0 0 2.989538
 -1    0     1     5     2     -9    -4    -2    0 0 0 0 0 0 3.181441
 -1    -3    17    8     -4    -9    -11   -6    0 0 0 0 0 0 3.346345
 -3    5     -5    -4    1     -2    1     0     0 0 0 0 0 0 3.484204
 0     -39   8     -4    -2    -8    -4    15    0 0 0 0 0 0 3.595114
 -4    10    6     0     5     9     12    -1    0 0 0 0 0 0 3.680194
 -3    12    3     -7    -1    -6    -7    -11   0 0 0 0 0 0 3.742004
 -3    12    3     -7    -1    -6    -7    -11   0 0 0 0 0 0 3.784111
 5     5     -8    1     1     6     11    19    0 0 0 0 0 0 3.810245
 3     -10   -13   -3    -2    -1    -2    4     0 0 0 0 0 0 3.823411
 -9    8     2     -2    -1    -1    -2    -14   0 0 0 0 0 0 3.825554
 -9    8     2     -2    -1    -1    -2    -14   0 0 0 0 0 0 3.818097
 -1    3     -8    -3    -3    -4    3     26    0 0 0 0 0 0 3.802148
 -1    3     -8    -3    -3    -4    3     26    0 0 0 0 0 0 3.778519
 -4    -2    2     6     3     1     -3    -17   0 0 0 0 0 0 3.747594
 -4    -2    2     6     3     1     -3    -17   0 0 0 0 0 0 3.709081
 -4    -2    2     6     3     1     -3    -17   0 0 0 0 0 0 3.661898
 -2    12    0     1     -2    -3    -5    -7    0 0 0 0 0 0 3.604255
 -2    12    0     1     -2    -3    -5    -7    0 0 0 0 0 0 3.534130
 -4    -6    -8    -6    -3    -8    -13   -21   0 0 0 0 0 0 3.449672
 -4    -6    -8    -6    -3    -8    -13   -21   0 0 0 0 0 0 3.349142
 6     -8    -12   -1    12    37    11    10    0 0 0 0 0 0 3.230564
 6     -8    -12   -1    12    37    11    10    0 0 0 0 0 0 3.091362
 4     11    11    -1    -4    -5    -3    -3    0 0 0 0 0 0 2.928448
 4     11    11    -1    -4    -5    -3    -3    0 0 0 0 0 0 2.738998
 -1    21    1     6     5     4     1     -9    0 0 0 0 0 0 2.521568
 -1    21    1     6     5     4     1     -9    0 0 0 0 0 0 2.277203
 -10   7     0     -4    -4    -28   -13   -17   0 0 0 0 0 0 2.009545
 -10   7     0     -4    -4    -28   -13   -17   0 0 0 0 0 0 1.723628
 -10   7     0     -4    -4    -28   -13   -17   0 0 0 0 0 0 1.424221
 5     12    22    2     -11   4     -1    4     0 0 0 0 0 0 1.114474
 -5    4     3     -2    10    -2    2     -2    0 0 0 0 0 0 0.795794
 -1    -6    -3    -5    -4    -14   -7    3     0 0 0 0 0 0 0.468802
 -1    -6    -3    -5    -4    -14   -7    3     0 0 0 0 0 0 0.134549
 -2    -26   -1    -1    -1    4     3     -1    0 0 0 0 0 0 -0.438002
 -2    -26   -1    -1    -1    4     3     -1    0 0 0 0 0 0 -1.165775
 -1    3     11    -1    6     -2    -3    -8    0 0 0 0 0 0 -1.883091
 3     11    -9    -3    2     -1    1     4     0 0 0 0 0 0 -2.576965
 5     11    8     -1    2     3     3     10    0 0 0 0 0 0 -3.236408
 5     11    8     -1    2     3     3     10    0 0 0 0 0 0 -3.854389
 5     11    8     -1    2     3     3     10    0 0 0 0 0 0 -4.427921
 -1    6     6     5     2     -3    -5    -5    0 0 0 0 0 0 -4.956314
 -1    6     6     5     2     -3    -5    -5    0 0 0 0 0 0 -5.439257
 -3    -6    -8    -4    1     13    6     -3    0 0 0 0 0 0 -5.876326
 -3    -6    -8    -4    1     13    6     -3    0 0 0 0 0 0 -6.266708
 6     -15   2     2     -1    0     -2    14    0 0 0 0 0 0 -6.608786
 6     -15   2     2     -1    0     -2    14    0 0 0 0 0 0 -6.900511
 -5    -4    0     4     4     -3    -8    -20   0 0 0 0 0 0 -7.140720
 -5    -4    0     4     4     -3    -8    -20   0 0 0 0 0 0 -7.332376
 -5    -4    0     4     4     -3    -8    -20   0 0 0 0 0 0 -7.484140
 -3    -8    2     -2    -2    6     2     -10   0 0 0 0 0 0 -7.610250
 13    2     1     -1    -2    15    11    9     0 0 0 0 0 0 -7.727671
 13    2     1     -1    -2    15    11    9     0 0 0 0 0 0 -7.852102
 13    2     1     -1    -2    15    11    9     0 0 0 0 0 0 -7.995529
 -9    -28   -2    -1    -7    -14   2     13    0 0 0 0 0 0 -8.165215
 -9    -28   -2    -1    -7    -14   2     13    0 0 0 0 0 0 -8.362976
 -2    11    9     2     3     -6    -5    -6    0 0 0 0 0 0 -8.584408
 -2    11    9     2     3     -6    -5    -6    0 0 0 0 0 0 -8.820103
 -1    6     -6    2     -4    11    -3    -3    0 0 0 0 0 0 -9.057396
 -1    6     -6    2     -4    11    -3    -3    0 0 0 0 0 0 -9.282900
 0     4     4     -3    4     2     29    28    0 0 0 0 0 0 -9.486195
 1     -9    -10   -4    0     -8    -2    -1    0 0 0 0 0 0 -9.661515
 1     -9    -10   -4    0     -8    -2    -1    0 0 0 0 0 0 -9.806190
 -3    -2    5     3     -2    9     13    3     0 0 0 0 0 0 -9.920300
 -3    -2    5     3     -2    9     13    3     0 0 0 0 0 0 -10.003439
 -2    22    5     -2    -9    -5    -2    -7    0 0 0 0 0 0 -10.053963
 -2    22    5     -2    -9    -5    -2    -7    0 0 0 0 0 0 -10.068918
 0     22    4     1     -4    -6    1     7     0 0 0 0 0 0 -10.042913
 0     22    4     1     -4    -6    1     7     0 0 0 0 0 0 -9.969927
 0     22    4     1     -4    -6    1     7     0 0 0 0 0 0 -9.842645
 1     0     -2    -3    4     -2    0     5     0 0 0 0 0 0 -9.654376
 0     -16   -16   0     5     29    12    0     0 0 0 0 0 0 -9.402076
 0     -16   -16   0     5     29    12    0     0 0 0 0 0 0 -9.085986
 0     -16   -16   0     5     29    12    0     0 0 0 0 0 0 -8.707624
 3     16    -1    1     0     -18   -11   -7    0 0 0 0 0 0 -8.268116
 3     16    -1    1     0     -18   -11   -7    0 0 0 0 0 0 -7.767876
 -1    -3    10    1     3     1     14    22    0 0 0 0 0 0 -7.208494
 -1    -3    10    1     3     1     14    22    0 0 0 0 0 0 -6.597105
 -1    -3    10    1     3     1     14    22    0 0 0 0 0 0 -5.948118
 -5    -12   -18   -1    9     -3    -3    4     0 0 0 0 0 0 -5.280870
 -4    10    2     1     2     -5    -5    -9    0 0 0 0 0 0 -4.614330
 2     -10   -7    -7    -3    -13   -3    1     0 0 0 0 0 0 -3.961889
 2     -10   -7    -7    -3    -13   -3    1     0 0 0 0 0 0 -3.328550
 -5    24    9     6     9     1     -6    -17   0 0 0 0 0 0 -2.712482
 2     17    12    3     9     16    7     9     0 0 0 0 0 0 -2.107935
 1     -14   5     0     0     1     1     -5    0 0 0 0 0 0 -1.507832
 1     -14   5     0     0     1     1     -5    0 0 0 0 0 0 -0.906612
 1     -18   -7    -3    0     1     20    20    0 0 0 0 0 0 -0.300100
 1     -18   -7    -3    0     1     20    20    0 0 0 0 0 0 0.146190
 -2    -3    -8    -6    -6    -9    -12   -14   0 0 0 0 0 0 0.434563
 -2    -3    -8    -6    -6    -9    -12   -14   0 0 0 0 0 0 0.722262
 -1    5     -1    -2    5     -4    5     3     0 0 0 0 0 0 1.005168
 -1    -5    2     -2    -8    -8    -5    -21   0 0 0 0 0 0 1.278359
 -5    -8    1     2     0     -2    -3    6     0 0 0 0 0 0 1.536574
 3     -3    26    3     -5    -4    1     -2    0 0 0 0 0 0 1.775298
 3     -3    26    3     -5    -4    1     -2    0 0 0 0 0 0 1.991581
 -1    5     9     -2    -3    4     -11   -8    0 0 0 0 0 0 2.184455
 0     -8    -4    5     1     8     9     7     0 0 0 0 0 0 2.354722
 5     -11   -21   0     15    4     -5    0     0 0 0 0 0 0 2.503935
 5     -11   -21   0     15    4     -5    0     0 0 0 0 0 0 2.633688
 -3    -38   -6    3     3     0     -3    -9    0 0 0 0 0 0 2.745594
 -3    -38   -6    3     3     0     -3    -9    0 0 0 0 0 0 2.842245
 -3    -38   -6    3     3     0     -3    -9    0 0 0 0 0 0 2.928098
 1     14    19    3     -2    -6    -5    -1    0 0 0 0 0 0 3.009097
 -3    21    5     5     3     6     1     -13   0 0 0 0 0 0 3.091319
 -2    7     -2    -9    -11   1     3     2     0 0 0 0 0 0 3.179157
 -2    7     -2    -9    -11   1     3     2     0 0 0 0 0 0 3.274467
 -6    12    9     2     0     1     -5    -3    0 0 0 0 0 0 3.376576
 -6    12    9     2     0     1     -5    -3    0 0 0 0 0 0 3.483482
 -3    0     -11   0     -2    9     6     4     0 0 0 0 0 0 3.592959
 -3    0     -11   0     -2    9     6     4     0 0 0 0 0 0 3.702581
 -4    -11   -20   -4    -4    -3    -3    -2    0 0 0 0 0 0 3.809781
 -5    6     -20   -7    -8    -3    -3    1     0 0 0 0 0 0 3.911664
 1     4     -2    4     1     -6    -4    -5    0 0 0 0 0 0 4.005127
 7     -4    3     4     2     20    -6    6     0 0 0 0 0 0 4.087202
 7     -4    3     4     2     20    -6    6     0 0 0 0 0 0 4.155401
 -8    0     -11   -5    0     -13   4     -10   0 0 0 0 0 0 4.207606
 -8    0     -11   -5    0     -13   4     -10   0 0 0 0 0 0 4.241743
 1     5     -5    -1    5     -2    -4    1     0 0 0 0 0 0 4.255905
 1     5     -5    -1    5     -2    -4    1     0 0 0 0 0 0 4.248642
 5     20    15    -2    -3    -6    4     6     0 0 0 0 0 0 4.219372
 5     20    15    -2    -3    -6    4     6     0 0 0 0 0 0 4.169059
 -1    -9    15    -2    -7    5     0     2     0 0 0 0 0 0 4.100343
 -1    -9    15    -2    -7    5     0     2     0 0 0 0 0 0 4.016681
 -1    -9    15    -2    -7    5     0     2     0 0 0 0 0 0 3.921306
 5     0     4     4     2     -24   -3    7     0 0 0 0 0 0 3.816418
 -5    25    -11   -1    -5    -7    2     2     0 0 0 0 0 0 3.703127
 -5    25    -11   -1    -5    -7    2     2     0 0 0 0 0 0 3.582623
 -5    25    -11   -1    -5    -7    2     2     0 0 0 0 0 0 3.457374
 4     6     -8    -1    1     0     1     3     0 0 0 0 0 0 3.331059
 1     -7    -39   -9    -1    2     -1    -2    0 0 0 0 0 0 3.207460
 3     -7    9     9     2     -14   0     3     0 0 0 0 0 0 3.088892
 0     -8    9     4     6     24    14    -11   0 0 0 0 0 0 2.975435
 1     -13   -1    4     -4    14    8     2     0 0 0 0 0 0 2.865467
 1     -13   -1    4     -4    14    8     2     0 0 0 0 0 0 2.757438
 -4    -8    -1    1     1     2     -7    -5    0 0 0 0 0 0 2.650967
 -2    16    0     2     2     -9    -10   -9    0 0 0 0 0 0 2.546844
 -2    16    0     2     2     -9    -10   -9    0 0 0 0 0 0 2.446777
 2     -7    -3    -3    -14   -10   -5    -1    0 0 0 0 0 0 2.352589
 2     -7    -3    -3    -14   -10   -5    -1    0 0 0 0 0 0 2.265750
 0     0     13    6     11    14    3     32    0 0 0 0 0 0 2.187034
 0     0     13    6     11    14    3     32    0 0 0 0 0 0 2.116345
 -2    -9    -7    1     4     -18   -12   -19   0 0 0 0 0 0 2.052913
 -2    -9    -7    1     4     -18   -12   -19   0 0 0 0 0 0 1.996009
 -2    -9    -7    1     4     -18   -12   -19   0 0 0 0 0 0 1.945527
 -10   -12   0     -7    0     -12   -6    -15   0 0 0 0 0 0 1.902111
 0     3     3     -1    -3    -2    0     1     0 0 0 0 0 0 1.866768
 0     21    -7    0     6     -1    -3    18    0 0 0 0 0 0 1.840213
 0     21    -7    0     6     -1    -3    18    0 0 0 0 0 0 1.822714
 -9    11    17    -2    -2    27    4     -11   0 0 0 0 0 0 1.814167
 -9    11    17    -2    -2    27    4     -11   0 0 0 0 0 0 1.813988
 7     3     6     2     7     -9    2     8     0 0 0 0 0 0 1.820865
 7     3     6     2     7     -9    2     8     0 0 0 0 0 0 1.832379
 -13   -13   -20   -4    0     8     4     -17   0 0 0 0 0 0 1.844979
 -1    -4    -6    -4    -9    -5    -6    -11   0 0 0 0 0 0 1.854496
 -1    8     15    5     4     2     4     -2    0 0 0 0 0 0 1.856725
 1     -17   5     3     -2    10    7     3     0 0 0 0 0 0 1.847836
 1     -17   5     3     -2    10    7     3     0 0 0 0 0 0 1.825102
 3     -9    -8    -3    2     3     5     -1    0 0 0 0 0 0 1.787233
 4     -16   -23   0     3     -1    4     -4    0 0 0 0 0 0 1.734456
 -2    -4    0     2     -1    -1    -9    -20   0 0 0 0 0 0 1.668248
 -2    -4    0     2     -1    -1    -9    -20   0 0 0 0 0 0 1.590300
 2     -20   -19   -4    -1    3     7     2     0 0 0 0 0 0 1.501697
 2     -20   -19   -4    -1    3     7     2     0 0 0 0 0 0 1.403233
 -6    10    4     1     4     -9    -12   -7    0 0 0 0 0 0 1.296178
 -6    10    4     1     4     -9    -12   -7    0 0 0 0 0 0 1.182620
 -2    0     -2    -7    -3    14    -3    0     0 0 0 0 0 0 1.065406
 3     -3    7     -5    -6    -9    -1    9     0 0 0 0 0 0 0.947279
 -4    27    1     1     0     -13   -6    -6    0 0 0 0 0 0 0.830280
 -3    -6    -13   -2    -7    13    -4    -3    0 0 0 0 0 0 0.716349
 -3    -6    -13   -2    -7    13    -4    -3    0 0 0 0 0 0 0.607606
 -6    -1    4     -4    -5    -5    5     17    0 0 0 0 0 0 0.506051
 -5    0     18    1     0     -11   -13   -18   0 0 0 0 0 0 0.412740
 2     -8    4     1     12    -10   0     1     0 0 0 0 0 0 0.326811
 2     -8    4     1     12    -10   0     1     0 0 0 0 0 0 0.245987
 2     -3    0     1     0     11    7     -7    0 0 0 0 0 0 0.167924
 2     -3    0     1     0     11    7     -7    0 0 0 0 0 0 0.091345
 1     11    -21   -6    -9    -10   -1    1     0 0 0 0 0 0 0.016090
 1     -20   -15   -2    -7    -2    -7    -9    0 0 0 0 0 0 -0.122141
 0     13    3     -2    3     -4    -6    3     0 0 0 0 0 0 -0.270885
 0     13    3     -2    3     -4    -6    3     0 0 0 0 0 0 -0.407007
 -2    -4    -7    4     8     2     -2    -12   0 0 0 0 0 0 -0.524832
 -2    -4    -7    4     8     2     -2    -12   0 0 0 0 0 0 -0.619684
 -2    0     -2    2     -2    -11   -7    -4    0 0 0 0 0 0 -0.690378
 1     5     -9    -6    -13   25    0     -6    0 0 0 0 0 0 -0.740013
 -2    7     6     2     -2    0     -2    -1    0 0 0 0 0 0 -0.773975
 -5    -1    6     -3    -6    -24   -13   17    0 0 0 0 0 0 -0.797729
 -5    -1    6     -3    -6    -24   -13   17    0 0 0 0 0 0 -0.816431
 23    -3    6     3     7     16    36    32    0 0 0 0 0 0 -0.835627
 23    -3    6     3     7     16    36    32    0 0 0 0 0 0 -0.863569
 -5    -3    3     3     -4    0     -10   -7    0 0 0 0 0 0 -0.911589
 -5    -3    3     3     -4    0     -10   -7    0 0 0 0 0 0 -0.991858
 -3    -2    -5    -2    -5    -4    5     17    0 0 0 0 0 0 -1.114553
 -4    -3    4     1     3     -2    -6    -18   0 0 0 0 0 0 -1.285419
 2     -2    3     2     -1    -3    0     13    0 0 0 0 0 0 -1.506720
 2     -2    3     2     -1    -3    0     13    0 0 0 0 0 0 -1.778814
 2     -2    3     2     -1    -3    0     13    0 0 0 0 0 0 -2.101494
 -6    -1    2     0     -2    -15   -14   -45   0 0 0 0 0 0 -2.475281
 1     1     -2    -2    10    -2    13    15    0 0 0 0 0 0 -2.902225
 -6    -4    1     -1    -2    -8    1     -32   0 0 0 0 0 0 -3.385826
 -6    -4    1     -1    -2    -8    1     -32   0 0 0 0 0 0 -3.932213
 -4    1     2     -1    0     -6    -24   -9    0 0 0 0 0 0 -4.548021
 -4    1     2     -1    0     -6    -24   -9    0 0 0 0 0 0 -5.238544
 -4    -2    -1    -1    7     14    -4    19    0 0 0 0 0 0 -6.005995
 2     2     3     0     -1    -9    -2    0     0 0 0 0 0 0 -6.847000
 0     0     -2    -3    -7    9     25    31    0 0 0 0 0 0 -7.754337
 0     0     -2    -3    -7    9     25    31    0 0 0 0 0 0 -8.718800
 -6    2     1     2     2     -8    -10   -17   0 0 0 0 0 0 -9.730722
 -6    2     1     2     2     -8    -10   -17   0 0 0 0 0 0 -10.782326
 -6    -5    -3    -3    0     0     -26   -46   0 0 0 0 0 0 -11.866860
 5     2     2     0     0     14    34    29    0 0 0 0 0 0 -12.977203
 -3    1     -1    -3    -4    -11   -19   -48   0 0 0 0 0 0 -14.106144
 5     0     -1    0     -1    0     9     26    0 0 0 0 0 0 -15.245731
 5     0     -1    0     -1    0     9     26    0 0 0 0 0 0 -16.385445
 -2    0     0     0     -4    -3    -11   -24   0 0 0 0 0 0 -17.510777
 -2    0     0     0     -4    -3    -11   -24   0 0 0 0 0 0 -18.600880
 -6    4     2     1     4     -21   -10   -13   0 0 0 0 0 0 -19.628368
 -6    4     2     1     4     -21   -10   -13   0 0 0 0 0 0 -20.562599
 -6    4     2     1     4     -21   -10   -13   0 0 0 0 0 0 -21.372669
 2     -4    -4    -1    1     7     -4    59    0 0 0 0 0 0 -22.032019
 1     0     2     1     14    1     -16   11    0 0 0 0 0 0 -22.521746
 -8    -3    1     2     8     6     3     -14   0 0 0 0 0 0 -22.831800
 -8    -3    1     2     8     6     3     -14   0 0 0 0 0 0 -22.961258
 -3    0     -3    0     -3    -4    -17   -6    0 0 0 0 0 0 -22.916779
 -3    0     -3    0     -3    -4    -17   -6    0 0 0 0 0 0 -22.710472
 -5    -7    -2    -3    -11   -9    -29   -8    0 0 0 0 0 0 -22.358971
 -5    -7    -2    -3    -11   -9    -29   -8    0 0 0 0 0 0 -21.883041
 -3    -3    -2    -4    0     5     -2    -19   0 0 0 0 0 0 -21.307425
 -3    -3    -2    -4    0     5     -2    -19   0 0 0 0 0 0 -20.658649
 15    6     3     1     4     8     18    30    0 0 0 0 0 0 -19.962742
 15    6     3     1     4     8     18    30    0 0 0 0 0 0 -19.243015
 15    6     3     1     4     8     18    30    0 0 0 0 0 0 -18.518593
 5     -2    -1    -1    0     -7    6     20    0 0 0 0 0 0 -17.804356
 -6    -4    -4    -4    -1    3     -17   -16   0 0 0 0 0 0 -17.111185
 4     0     -2    0     -9    -2    12    -2    0 0 0 0 0 0 -16.446138
 4     0     -2    0     -9    -2    12    -2    0 0 0 0 0 0 -15.813145
 6     1     1     1     5     8     -11   -1    0 0 0 0 0 0 -15.214684
 6     1     1     1     5     8     -11   -1    0 0 0 0 0 0 -14.653552
 1     1     0     -1    -3    -28   -4    11    0 0 0 0 0 0 -14.133555
 -19   -5    -3    -2    2     1     -9    -48   0 0 0 0 0 0 -13.658935
 14    0     0     -1    16    1     28    32    0 0 0 0 0 0 -13.232902
 -8    2     4     -1    3     4     -10   -50   0 0 0 0 0 0 -12.856048
 -8    2     4     -1    3     4     -10   -50   0 0 0 0 0 0 -12.525482
 -8    -4    -4    -2    0     -17   -16   -7    0 0 0 0 0 0 -12.235836
 -8    -4    -4    -2    0     -17   -16   -7    0 0 0 0 0 0 -11.981337
 9     -2    -4    0     -4    0     4     6     0 0 0 0 0 0 -11.757947
 9     -2    -4    0     -4    0     4     6     0 0 0 0 0 0 -11.564885
 14    0     -3    -2    -6    -1    10    42    0 0 0 0 0 0 -11.403569
 -5    -1    1     0     -8    2     -1    4     0 0 0 0 0 0 -11.275689
 8     -5    2     1     2     7     29    -10   0 0 0 0 0 0 -11.182004
 8     -5    2     1     2     7     29    -10   0 0 0 0 0 0 -11.121640
 8     -5    2     1     2     7     29    -10   0 0 0 0 0 0 -11.093591
 -8    -3    -5    -1    1     -12   -15   -7    0 0 0 0 0 0 -11.097615
 -8    -1    -3    0     -1    3     19    -11   0 0 0 0 0 0 -11.134457
 -1    7     6     1     1     -1    -2    -1    0 0 0 0 0 0 -11.205868
 -1    7     6     1     1     -1    -2    -1    0 0 0 0 0 0 -11.314374
 13    3     1     2     2     11    -11   63    0 0 0 0 0 0 -11.462932
 13    3     1     2     2     11    -11   63    0 0 0 0 0 0 -11.653168
 -1    -6    -5    -4    2     3     3     -3    0 0 0 0 0 0 -11.883755
 -1    -6    -5    -4    2     3     3     -3    0 0 0 0 0 0 -12.149821
 10    1     0     0     3     6     23    27    0 0 0 0 0 0 -12.445037
 -7    0     1     -2    -14   -10   -15   -15   0 0 0 0 0 0 -12.764031
 14    4     -1    3     7     9     10    40    0 0 0 0 0 0 -13.102708
 4     -16   -3    -1    -1    -9    0     -11   0 0 0 0 0 0 -13.457629
 4     -16   -3    -1    -1    -9    0     -11   0 0 0 0 0 0 -13.826278
 14    4     1     1     2     29    20    32    0 0 0 0 0 0 -14.207157
 12    -3    0     -1    2     -12   15    36    0 0 0 0 0 0 -14.600479
 -7    0     -3    -1    -1    -5    -9    -19   0 0 0 0 0 0 -15.006805
 -7    0     -3    -1    -1    -5    -9    -19   0 0 0 0 0 0 -15.424169
 -4    0     -1    1     4     1     2     6     0 0 0 0 0 0 -15.847633
 -4    0     -1    1     4     1     2     6     0 0 0 0 0 0 -16.270739
 1     -3    -5    0     9     3     6     10    0 0 0 0 0 0 -16.687834
 -6    1     -2    -1    4     5     14    -23   0 0 0 0 0 0 -17.095440
 0     -2    -1    -5    -4    1     13    -19   0 0 0 0 0 0 -17.491688
 -3    1     -2    1     3     -8    11    -3    0 0 0 0 0 0 -17.875294
 5     1     1     -1    -2    -1    1     -6    0 0 0 0 0 0 -18.245003
 -10   2     3     4     2     -6    -16   -40   0 0 0 0 0 0 -18.599262
 -10   2     3     4     2     -6    -16   -40   0 0 0 0 0 0 -18.936127
 6     0     1     -1    -1    -1    -2    29    0 0 0 0 0 0 -19.252640
 1     -3    1     -1    -5    -2    18    -6    0 0 0 0 0 0 -19.544737
 -1    5     0     0     -5    7     1     -5    0 0 0 0 0 0 -19.808203
 -1    5     0     0     -5    7     1     -5    0 0 0 0 0 0 -20.040119
 -8    -3    -1    0     7     9     -5    27    0 0 0 0 0 0 -20.240183
 -8    -3    -1    0     7     9     -5    27    0 0 0 0 0 0 -20.410137
 10    1     0     -2    -3    -1    -7    15    0 0 0 0 0 0 -20.551998
 8     1     1     -2    -7    -20   9     -24   0 0 0 0 0 0 -20.666460
 0     -2    -1    0     7     0     -4    8     0 0 0 0 0 0 -20.752594
 -4    -2    -4    -3    2     -11   -16   3     0 0 0 0 0 0 -20.809446
 -4    -2    -4    -3    2     -11   -16   3     0 0 0 0 0 0 -20.837460
 1     -1    -4    -4    -11   11    -8    30    0 0 0 0 0 0 -20.839409
 1     -1    -4    -4    -11   11    -8    30    0 0 0 0 0 0 -20.819593
 -7    1     -3    1     2     -1    11    -20   0 0 0 0 0 0 -20.782137
 -7    1     -3    1     2     -1    11    -20   0 0 0 0 0 0 -20.729666
 0     7     -1    0     0     -3    4     4     0 0 0 0 0 0 -20.663250
 -2    3     4     3     4     0     -2    -14   0 0 0 0 0 0 -20.583765
 -4    2     0     0     0     12    6     13    0 0 0 0 0 0 -20.492880
 -4    2     0     0     0     12    6     13    0 0 0 0 0 0 -20.393116
 -4    2     0     0     0     12    6     13    0 0 0 0 0 0 -20.286789
 4     -2    1     -1    8     -14   2     -23   0 0 0 0 0 0 -20.174854
 -15   -5    -3    -2    -5    0     -27   -23   0 0 0 0 0 0 -20.056879
 5     1     -1    1     3     13    -5    6     0 0 0 0 0 0 -19.931948
 5     1     -1    1     3     13    -5    6     0 0 0 0 0 0 -19.799416
 3     2     2     0     -3    -6    -12   7     0 0 0 0 0 0 -19.659388
 3     2     2     0     -3    -6    -12   7     0 0 0 0 0 0 -19.512642
 -2    -1    0     -2    2     -4    16    -46   0 0 0 0 0 0 -19.360004
 -2    -1    0     -2    2     -4    16    -46   0 0 0 0 0 0 -19.201412
 -10   -3    1     0     6     0     -3    -29   0 0 0 0 0 0 -19.035500
 -3    -6    -6    -3    -18   -22   -6    -9    0 0 0 0 0 0 -18.860132
 6     2     3     -2    -3    -5    38    26    0 0 0 0 0 0 -18.674091
 3     -5    -3    -4    -1    4     -4    10    0 0 0 0 0 0 -18.478346
 3     -5    -3    -4    -1    4     -4    10    0 0 0 0 0 0 -18.276484
 -1    3     2     0     -8    7     -3    2     0 0 0 0 0 0 -18.073799
 -3    -5    3     1     -7    -8    -13   -13   0 0 0 0 0 0 -17.875755
 -13   -2    3     -2    1     -14   -17   -75   0 0 0 0 0 0 -17.686939
 4     1     -14   -4    -3    5     9     66    0 0 0 0 0 0 -17.510288
 -11   -1    5     2     -1    -8    -7    -50   0 0 0 0 0 0 -17.347034
 -11   -1    5     2     -1    -8    -7    -50   0 0 0 0 0 0 -17.196379
 -11   -1    5     2     -1    -8    -7    -50   0 0 0 0 0 0 -17.056236
