EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 -19   -3    -2    -2    -2    -4    -14   3    -24.82  -28.543699
 -21   -17   2     1     1     0     8     -6   -24.89  -29.864477
 30    33    10    0     0     -4    -14   3    -24.98  -31.293139
 -17   -62   -13   -5    -2    -2    0     -9   -24.97  -32.809208
 -29   -13   -15   -6    -3    -3    -1    -2   -25.13  -34.393177
 11    42    11    1     1     2     3     -5   -25.28  -36.020706
 -18   9     -6    -3    -1    2     -3    -1   -25.45  -37.659859
 40    3     8     4     2     5     18    -6   -25.54  -39.283611
 40    3     8     4     2     5     18    -6   -25.59  -40.894836
 -10   40    3     1     2     1     0     -11  -25.56  -42.509331
 -4    -49   -6    -2    -2    -2    -8    -8   -25.69  -44.109688
 -4    -49   -6    -2    -2    -2    -8    -8   -25.81  -45.641033
 24    -8    -1    0     -1    -4    -11   12   -25.81  -47.049328
 -8    27    7     2     2     3     6     5    -26.02  -48.306973
 -27   -61   -5    1     2     2     -1    1    -26.03  -49.404980
 -13   -31   -3    -4    -4    -2    2     13   -26.03  -50.343193
 45    -34   5     2     0     1     -8    5    -26.12  -51.133724
 45    -34   5     2     0     1     -8    5    -26.07  -51.815762
 14    53    -1    -2    -3    -8    -10   14   -26.27  -52.441063
 0     4     3     2     2     0     -11   -20  -26.39  -53.025898
 -4    17    -1    1     3     2     -4    0    -26.49  -53.535431
 15    5     5     -2    -1    2     3     3    -26.33  -53.923210
 -26   26    0     0     1     2     9     4    -26.22  -54.170147
 -22   -31   -3    -3    -6    -7    2     -12  -26.30  -54.285866
 30    50    13    2     3     -1    -6    10   -26.18  -54.293007
 -24   -23   0     2     1     3     9     -12  -26.17  -54.216862
 -24   -23   0     2     1     3     9     -12  -26.18  -54.080318
 7     -28   -6    -1    1     -7    -22   -1   -26.33  -53.897617
 7     -28   -6    -1    1     -7    -22   -1   -26.23  -53.662663
 -1    3     -3    0     -3    -2    -12   -14  -26.25  -53.350929
 -34   21    -9    -3    -1    1     -2    -8   -26.17  -52.942341
 -3    12    0     0     0     0     -3    2    -26.08  -52.440781
 -3    12    0     0     0     0     -3    2    -25.77  -51.852245
 -5    -2    -1    -3    -3    1     8     3    -25.55  -51.164532
 1     -74   -5    -3    -3    -3    2     -11  -25.51  -50.358082
 1     -74   -5    -3    -3    -3    2     -11  -25.52  -49.415321
 -24   -19   -6    -3    -1    -2    0     -4   -25.47  -48.328270
 -24   -19   -6    -3    -1    -2    0     -4   -25.39  -47.119350
 -30   12    -9    -6    -6    -4    -9    -18  -25.26  -45.838299
 11    -16   10    2     2     2     5     4    -25.12  -44.535713
 11    -16   10    2     2     2     5     4    -24.95  -43.239883
 47    7     -3    1     -1    -4    3     -2   -24.72  -41.969223
 -4    -4    -3    -3    -5    -5    -2    -2   -24.61  -40.759274
 -4    -4    -3    -3    -5    -5    -2    -2   -24.56  -39.629208
 -15   -41   1     -1    1     5     2     -22  -24.60  -38.562435
 0     22    -8    -5    1     1     1     -4   -24.69  -37.536068
 0     22    -8    -5    1     1     1     -4   -24.47  -36.530273
 -39   23    -7    -2    -1    -3    -4    -2   -24.24  -35.534393
 -21   -41   -4    -1    -1    0     -2    -5   -24.11  -34.572014
 -21   -41   -4    -1    -1    0     -2    -5   -23.95  -33.686016
 12    27    0     2     1     0     -1    -4   -23.89  -32.901581
 12    27    0     2     1     0     -1    -4   -23.96  -32.220997
 22    26    5     -1    -2    -1    2     4    -23.86  -31.638262
 26    -67   5     0     -1    -2    3     17   -23.80  -31.156084
